"","X","id","date","lat","lon","time","step","ta","dives","speed"
"1",1,"N401A1","2019-12-05 00:07:40",-77.2093,166.4257,3874,3.08675093937885,NA,26,2.86843143566439
"2",2,"N401A1","2019-12-05 01:12:14",-77.2155,166.304,2551,2.56228711256315,5.01589948127214,0,3.61592850067712
"3",3,"N401A1","2019-12-05 01:54:45",-77.1957,166.2516,6930,2.1147357393363,2.00811217518068,0,1.09856402043444
"4",4,"N401A1","2019-12-05 03:50:15",-77.2113,166.2031,3287,3.98775343479708,5.16760052103529,5,4.3674817052843
"5",5,"N401A1","2019-12-05 04:45:02",-77.206,166.0436,314,0.77579161664385,2.84253658907376,3,8.89442617808236
"6",6,"N401A1","2019-12-05 04:50:16",-77.209,166.0719,1304,0.715275847996182,6.25988538153301,7,1.97468792391584
"7",7,"N401A1","2019-12-05 05:12:00",-77.2119,166.0977,10407,3.12931969723357,2.91038135251743,31,1.08249744499288
"8",8,"N401A1","2019-12-05 08:05:27",-77.1938,166.0011,3606,4.35216970073294,0.395054455502126,0,4.34492815380992
"9",9,"N401A1","2019-12-05 09:05:33",-77.182,165.8336,3582,3.41328420180527,5.91543425532657,0,3.43043638372389
"10",10,"N401A1","2019-12-05 10:05:15",-77.1629,165.7261,3600,3.95352245595706,0.0401602515252918,0,3.95352245595706
"11",11,"N401A1","2019-12-05 11:05:15",-77.1419,165.5979,20040,6.650089742586,6.19136021056234,0,1.19462689986575
"12",12,"N401A1","2019-12-05 16:39:15",-77.1023,165.3983,28062,14.1292482463986,5.81830388562337,8,1.8126040085181
"13",13,"N401A1","2019-12-06 00:26:57",-76.9847,165.1897,3332,1.13923079324539,2.79206113370318,0,1.23086160134556
"14",14,"N401A1","2019-12-06 01:22:29",-76.9949,165.1911,331,0.397772512833812,0.800785611059042,0,4.32622672568496
"15",15,"N401A1","2019-12-06 01:28:00",-76.9973,165.2028,3314,1.92997644052089,2.76904359944918,0,2.09653445560507
"16",16,"N401A1","2019-12-06 02:23:14",-76.9818,165.1688,1546,1.2158257624724,1.03856011434468,0,2.83115960213495
"17",17,"N401A1","2019-12-06 02:49:00",-76.981,165.1206,225,0.0230146813024092,3.72113229643204,0,0.368234900838547
"18",18,"N401A1","2019-12-06 02:52:45",-76.9809,165.1214,495,1.15868700792519,5.67018694649644,0,8.42681460309229
"19",19,"N401A1","2019-12-06 03:01:00",-76.982,165.1672,765,0.216739513039689,5.78735116654529,0,1.01995064959854
"20",20,"N401A1","2019-12-06 03:13:45",-76.9831,165.1743,569,0.619518322238531,2.47423529951864,0,3.91962383138614
"21",21,"N401A1","2019-12-06 03:23:14",-76.9778,165.167,3601,0.461157051223591,2.08269426896043,3,0.46102898761592
"22",22,"N401A1","2019-12-06 04:23:15",-76.9808,165.1544,600,0.651896016937499,5.0090033563166,3,3.91137610162499
"23",23,"N401A1","2019-12-06 04:33:15",-76.9782,165.1312,540,1.46641700972722,3.0759879009986,0,9.77611339818147
"24",24,"N401A1","2019-12-06 04:42:15",-76.9848,165.1816,900,0.66122175267134,3.11782358251153,0,2.64488701068536
"25",25,"N401A1","2019-12-06 04:57:15",-76.9817,165.1592,9684,1.2018017972539,2.41640573741836,36,0.446766467380632
"26",26,"N401A1","2019-12-06 07:38:39",-76.992,165.1731,4476,1.72378649847122,2.9196665672986,25,1.38642345721546
"27",27,"N401A1","2019-12-06 08:53:15",-76.9766,165.1681,3880,0.680997214072036,6.21751938925294,19,0.631853085221477
"28",28,"N401A1","2019-12-06 09:57:55",-76.9705,165.1679,10845,4.76037914309195,1.14969033769734,84,1.5802088441799
"29",29,"N401A1","2019-12-06 12:58:40",-76.9533,164.995,3613,2.68761261473651,0.136883520338048,0,2.67794226765885
"30",30,"N401A1","2019-12-06 13:58:53",-76.9467,164.8925,3566,3.12405068034109,5.93470309242467,0,3.15383691789903
"31",31,"N401A1","2019-12-06 14:58:19",-76.9303,164.7922,3619,2.63524105353902,0.202661001732306,0,2.62140585596587
"32",32,"N401A1","2019-12-06 15:58:38",-76.9206,164.6971,3577,1.82069176483637,0.039878042071327,0,1.83239875689431
"33",33,"N401A1","2019-12-06 16:58:15",-76.9145,164.6303,3600,0.914889708707056,4.78319000935917,0,0.914889708707056
"34",34,"N401A1","2019-12-06 17:58:15",-76.9067,164.6414,15445,7.45810970708638,6.27837371103609,66,1.73837455134419
"35",35,"N401A1","2019-12-06 22:15:40",-76.8432,164.7328,3575,4.37848071641082,0.879031808002132,26,4.40909946267943
"36",36,"N401A1","2019-12-06 23:15:15",-76.81,164.6412,3129,3.47959623462363,0.0284014060940326,4,4.003370547985
"37",37,"N401A1","2019-12-07 00:07:24",-76.7841,164.5653,515,1.17627859755788,5.85397413030339,0,8.22253000234635
