"","X","id","date","lat","lon","time","step","ta","dives","speed"
"1",1,"N25A1","2018-12-20 00:33",-77.2313,166.4276,1800,1.76437940195436,NA,4,3.52875880390872
"2",2,"N25A1","2018-12-20 01:03",-77.2155,166.4293,7200,4.21395395973323,2.23768436703238,0,2.10697697986661
"3",3,"N25A1","2018-12-20 03:03",-77.2381,166.2926,3120,1.04201386266823,1.19589193835305,0,1.20232368769411
"4",4,"N25A1","2018-12-20 03:55",-77.2471,166.3038,3180,1.11603057718077,0.0483105525147546,1,1.26343084209144
"5",5,"N25A1","2018-12-20 04:48",-77.2566,166.3179,2820,1.00434347993092,2.32608209738093,11,1.28214061267777
"6",6,"N25A1","2018-12-20 05:35",-77.2487,166.3374,480,1.03849233666139,3.14902771490027,2,7.78869252496043
"7",7,"N25A1","2018-12-20 05:43",-77.2569,166.3175,7320,10.1627675447909,5.8431926755643,13,4.99808239907749
"8",8,"N25A1","2018-12-20 07:45",-77.311,165.985,10800,7.05473487861253,6.26176051205362,47,2.35157829287084
"9",9,"N25A1","2018-12-20 10:45",-77.3475,165.7499,3660,1.39414619952453,5.97505739027807,15,1.37129134379462
"10",10,"N25A1","2018-12-20 11:46",-77.3513,165.6956,3600,3.20736801328488,6.24593498569709,17,3.20736801328488
"11",11,"N25A1","2018-12-20 12:46",-77.359,165.5692,3660,2.45713276167675,5.8057087905592,30,2.41685189673123
"12",12,"N25A1","2018-12-20 13:47",-77.3545,165.4708,4680,0.9771601087478,4.42175784037614,32,0.751661622113692
"13",13,"N25A1","2018-12-20 15:05",-77.3468,165.4898,7320,27.764515935366,5.76706487242698,59,13.6546799682128
"14",14,"N25A1","2018-12-20 17:07",-77.2132,166.4422,3720,0,1.7731938343092,35,0
"15",15,"N25A1","2018-12-20 18:09",-77.2132,166.4422,3600,0,1.62616400176651,31,0
"16",16,"N25A1","2018-12-20 19:09",-77.2132,166.4422,4500,10.3941432407997,0.645572715243429,45,8.31531459263976
"17",17,"N25A1","2018-12-20 20:24",-77.2717,166.1143,7260,10.3698945084969,3.13236794870708,13,5.14209645049433
"18",18,"N25A1","2018-12-20 22:25",-77.2136,166.4424,5880,1.44108460757962,3.73130579087628,0,0.882296698518135
"19",19,"N25A1","2018-12-21 00:03",-77.2259,166.4247,2040,1.83075422871845,2.37406127682071,0,3.23074275656197
"20",20,"N25A1","2018-12-21 00:37",-77.2181,166.4899,3840,1.03584915530386,2.82011583884079,0,0.971108583097369
"21",21,"N25A1","2018-12-21 01:41",-77.2197,166.4486,6000,0.326212511546578,3.24514836964613,0,0.195727506927947
"22",22,"N25A1","2018-12-21 03:21",-77.2189,166.4613,1440,1.41100449823877,0.762536274061126,0,3.52751124559692
"23",23,"N25A1","2018-12-21 03:45",-77.208,166.4902,4500,1.4289797212192,2.69023290396808,0,1.14318377697536
"24",24,"N25A1","2018-12-21 05:00",-77.2151,166.4421,1440,0.212126377886061,4.11234865571195,0,0.530315944715153
"25",25,"N25A1","2018-12-21 05:24",-77.2132,166.4422,2580,0.953570743948159,0.787272809304276,0,1.33056382876487
"26",26,"N25A1","2018-12-21 06:07",-77.2071,166.4152,67920,8.41348872160196,1.55691217738257,10,0.44594463188703
"27",27,"N25A1","2018-12-22 00:59",-77.259,166.168,540,0.0244045282224244,4.36619796916694,0,0.162696854816163
"28",28,"N25A1","2018-12-22 01:08",-77.2588,166.1676,3060,2.96216352999889,1.70750333385558,11,3.48489827058693
"29",29,"N25A1","2018-12-22 01:59",-77.2727,166.0651,2940,3.64886222177225,5.74443337815169,12,4.46799455727214
"30",30,"N25A1","2018-12-22 02:48",-77.2731,165.9168,660,1.05829622824008,1.17645324491045,3,5.77252488130953
"31",31,"N25A1","2018-12-22 02:59",-77.2819,165.9008,2160,4.12977151450006,5.52985628316265,9,6.88295252416677
"32",32,"N25A1","2018-12-22 03:35",-77.2975,165.7484,300,0.439013631755034,5.22195726905202,0,5.26816358106041
"33",33,"N25A1","2018-12-22 03:40",-77.2952,165.7339,1140,2.19582820723631,0.6151957030021,4,6.93419433864098
