"","X","id","date","lat","lon","time","step","ta","dives","speed"
"1",1,"N442A1","2019-12-12 00:00:52",-76.8644,167.3045,5596,45.5707450595552,NA,19,29.3164192663329
"2",2,"N442A1","2019-12-12 01:34:08",-77.2268,166.4666,546,0.0817771633994799,4.2237956305254,0,0.539190088348219
"3",3,"N442A1","2019-12-12 01:43:14",-77.2262,166.4647,5187,4.95940105858359,6.16761392805744,11,3.44203659358028
"4",4,"N442A1","2019-12-12 03:09:41",-77.1871,166.3695,6825,6.3199509847807,4.49773568460629,3,3.33360051944477
"5",5,"N442A1","2019-12-12 05:03:26",-77.1713,166.6144,70748,7.30175717458803,3.68654340684414,142,0.37154867739748
"6",6,"N442A1","2019-12-13 00:42:34",-77.2193,166.414,1365,1.33667710245682,3.36800944803724,10,3.52530224823777
"7",7,"N442A1","2019-12-13 01:05:19",-77.2089,166.4408,910,2.00270142041459,2.4909462186399,7,7.92277484999178
"8",8,"N442A1","2019-12-13 01:20:29",-77.2159,166.3662,728,0.851362111480003,1.63894140718278,4,4.21003241940661
"9",9,"N442A1","2019-12-13 01:32:37",-77.2227,166.3818,3094,3.71178244838447,0.428118365652821,15,4.31881603561218
"10",10,"N442A1","2019-12-13 02:24:11",-77.2434,166.4995,1069,1.1258613607535,2.43571059017042,6,3.79148821207914
"11",11,"N442A1","2019-12-13 02:42:00",-77.2335,166.4908,1297,0.387600040218549,3.71653927811209,7,1.07583665750715
"12",12,"N442A1","2019-12-13 03:03:37",-77.236,166.5017,6825,4.96869438365559,1.90993488808273,37,2.62084978478537
"13",13,"N442A1","2019-12-13 04:57:22",-77.1962,166.5917,3822,9.01363237027256,2.07589959283483,30,8.49007758581403
"14",14,"N442A1","2019-12-13 06:01:04",-77.1992,166.2277,66790,5.78316823530049,2.88343986434592,332,0.311714413042099
"15",15,"N442A1","2019-12-14 00:34:14",-77.2103,166.4561,1683,0.598011051665904,5.24105420697224,3,1.27916802495381
"16",16,"N442A1","2019-12-14 01:02:17",-77.2154,166.4635,16047,1.95694747087752,3.74558116856083,32,0.439023549271457
"17",17,"N442A1","2019-12-14 05:29:44",-77.2047,166.4008,2881,4.81693298566963,1.23891351527737,0,6.01907627504709
"18",18,"N442A1","2019-12-14 06:17:45",-77.2284,166.2379,49581,4.36970954365156,2.81031789622631,0,0.317277875741627
"19",19,"N442A1","2019-12-14 20:04:06",-77.2186,166.4092,3600,3.11286801329063,1.09706111341287,0,3.11286801329063
"20",20,"N442A1","2019-12-14 21:04:06",-77.1914,166.4369,4560,1.6838024305473,2.36821183790137,0,1.32931770832682
"21",21,"N442A1","2019-12-14 22:20:06",-77.1996,166.3798,6134,1.65246234342554,4.12061355684217,0,0.96981813438734
"22",22,"N442A1","2019-12-15 00:02:20",-77.1848,166.3809,17956,6.47183702031472,3.7334358034438,0,1.29753916646987
"23",23,"N442A1","2019-12-15 05:01:36",-77.2334,166.5236,5010,9.24820257737723,4.04106187124943,0,6.64541502566029
"24",24,"N442A1","2019-12-15 06:25:06",-77.2252,166.1508,4560,1.93243942171226,0.838668888628093,0,1.52561006977284
"25",25,"N442A1","2019-12-15 07:41:06",-77.2369,166.0931,3780,1.00563098253141,0.0014810396372769,0,0.957743792887057
"26",26,"N442A1","2019-12-15 08:44:06",-77.243,166.0631,3600,1.53585708662259,5.48863504509433,0,1.53585708662259
"27",27,"N442A1","2019-12-15 09:44:06",-77.2423,166.0009,5011,0.751355433341125,5.8382978236402,0,0.539788377574945
"28",28,"N442A1","2019-12-15 11:07:37",-77.2391,165.9741,4647,1.37801653523465,6.13595152393137,0,1.0675402467925
"29",29,"N442A1","2019-12-15 12:25:04",-77.2317,165.9294,3618,0.961770184180783,0.0092437199115608,0,0.956985257891326
"30",30,"N442A1","2019-12-15 13:25:22",-77.2266,165.898,3590,1.02258478722417,0.391043811629489,0,1.02543321281532
"31",31,"N442A1","2019-12-15 14:25:12",-77.2244,165.8578,3673,1.48698607478438,6.14105851985413,0,1.45743258078513
"32",32,"N442A1","2019-12-15 15:26:25",-77.2194,165.802,3626,1.07115252632737,0.153347090846473,0,1.0634718959676
"33",33,"N442A1","2019-12-15 16:26:51",-77.2172,165.7598,4701,1.07325528211326,1.31583827835595,0,0.821893004809133
"34",34,"N442A1","2019-12-15 17:45:12",-77.2257,165.7395,3594,0.453923413493026,0.666381025244464,0,0.454681215518891
