"","X","id","date","lat","lon","time","step","ta","dives","speed"
"1",1,"N442A2","2019-12-12 00:02:21",-77.2094,166.4748,46,0.248315597596216,NA,0,19.4333945944865
"2",2,"N442A2","2019-12-12 00:03:07",-77.2076,166.4807,3619,0.571596908387813,2.33611876828607,7,0.568595985132945
"3",3,"N442A2","2019-12-12 01:03:26",-77.2083,166.4578,2085,0.468945094585844,0.692856077982092,8,0.809689371946781
"4",4,"N442A2","2019-12-12 01:38:11",-77.2114,166.445,5428,1.47624333073373,1.17394814636008,11,0.979085480958259
"5",5,"N442A2","2019-12-12 03:08:39",-77.2234,166.4701,6190,0.926083040364912,0.741128346346323,17,0.538594336884278
"6",6,"N442A2","2019-12-12 04:51:49",-77.2266,166.5047,756,2.07793123357979,2.99034163308887,4,9.89491063609424
"7",7,"N442A2","2019-12-12 05:04:25",-77.2169,166.4329,50978,0.819898811162969,6.08210627705046,203,0.0579001867508864
"8",8,"N442A2","2019-12-12 19:14:03",-77.2119,166.4086,7344,3.5633072091105,0.367737305491041,34,1.74671922015221
"9",9,"N442A2","2019-12-12 21:16:27",-77.2,166.2749,3577,1.06896140050014,0.882349902582998,20,1.07583478943263
"10",10,"N442A2","2019-12-12 22:16:04",-77.2046,166.237,4499,2.22914487794463,5.75747181596874,27,1.78371228286301
"11",11,"N442A2","2019-12-12 23:31:03",-77.2041,166.1469,4257,1.47688339073126,5.36562908200668,18,1.24895001330339
"12",12,"N442A2","2019-12-13 00:42:00",-77.1934,166.1118,1428,1.39220152315197,0.715842768822105,8,3.50975173903858
"13",13,"N442A2","2019-12-13 01:05:48",-77.1906,166.057,1234,2.32073768950732,0.859778247168931,0,6.77038547992411
"14",14,"N442A2","2019-12-13 01:26:22",-77.2029,165.9814,344,0.908657840787476,4.83876139349793,0,9.5092099617294
"15",15,"N442A2","2019-12-13 01:32:06",-77.197,165.9561,1857,0.943058887564334,2.01954209720208,0,1.8282240146643
"16",16,"N442A2","2019-12-13 02:03:03",-77.2049,165.9426,1438,0.994397431428934,5.55290758029347,0,2.48945114961347
"17",17,"N442A2","2019-12-13 02:27:01",-77.209,165.9069,1014,0.771442366655937,5.27367046374503,0,2.73884863901516
"18",18,"N442A2","2019-12-13 02:43:55",-77.2055,165.88,1155,1.40758227262536,0.0263175688543135,0,4.38726942116995
"19",19,"N442A2","2019-12-13 03:03:10",-77.1994,165.8302,371,1.56623641153682,4.22668341930062,0,15.1979813518398
"20",20,"N442A2","2019-12-13 03:09:21",-77.1917,165.8831,3221,1.40477321984591,2.81045805247188,16,1.57006631215314
"21",21,"N442A2","2019-12-13 04:03:02",-77.1948,165.8281,1141,0.32771252067092,5.45744206904486,2,1.03397464891789
"22",22,"N442A2","2019-12-13 04:22:03",-77.1932,165.817,1750,0.336018016584424,2.06604503789457,13,0.691237062687958
"23",23,"N442A2","2019-12-13 04:51:13",-77.1962,165.8159,950,0.581590134765972,1.6517030389938,8,2.2039205106921
