"","X","id","date","lat","lon","time","step","ta","dives","speed"
"1",1,"N21A1","2018-12-18 00:00",-77.0951,165.8457,60,18.5404230572688,NA,0,1112.42538343613
"2",2,"N21A1","2018-12-18 00:01",-77.2233,166.3206,5580,3.71539635936986,0.535079518924232,16,2.39702990927088
"3",3,"N21A1","2018-12-18 01:34",-77.2347,166.462,3840,0.93032330695427,4.44704683645294,10,0.872178100269628
"4",4,"N21A1","2018-12-18 02:38",-77.2415,166.4402,2160,2.28491757011541,2.90664256555724,10,3.80819595019235
"5",5,"N21A1","2018-12-18 03:14",-77.228,166.5098,3900,3.54217800857668,6.1504822575003,10,3.2697027771477
"6",6,"N21A1","2018-12-18 04:19",-77.2104,166.6291,2100,4.52115419234416,2.7323718403983,0,7.75055004401856
"7",7,"N21A1","2018-12-18 04:54",-77.2175,166.449,2820,0.517444875280502,0.221242249957508,6,0.660567925890003
"8",8,"N21A1","2018-12-18 05:41",-77.2193,166.4297,1080,2.15681126216254,2.96631769688691,5,7.18937087387513
"9",9,"N21A1","2018-12-18 05:59",-77.215,166.5148,68820,2.45203616492438,3.84784401795509,180,0.128266931033533
"10",10,"N21A1","2018-12-19 01:06",-77.2326,166.4554,840,0.835972109528403,0.0456532308842764,8,3.58273761226458
"11",11,"N21A1","2018-12-19 01:20",-77.2388,166.4364,5220,2.75752905265002,3.72958858764947,31,1.90174417424139
"12",12,"N21A1","2018-12-19 02:47",-77.2141,166.4372,660,1.69562917989425,2.37878122716506,3,9.24888643578682
"13",13,"N21A1","2018-12-19 02:58",-77.225,166.3894,180,0.0633318883995751,2.70105021568963,1,1.2666377679915
"14",14,"N21A1","2018-12-19 03:01",-77.2248,166.3918,9840,9.70776482066094,3.04984809905873,71,3.55162127585156
"15",15,"N21A1","2018-12-19 05:45",-77.2476,166.0121,3180,7.20256353499864,2.50788409491439,7,8.15384551131921
"16",16,"N21A1","2018-12-19 06:38",-77.2705,166.2855,3600,2.06074355247657,5.15754614637357,29,2.06074355247657
"17",17,"N21A1","2018-12-19 07:38",-77.2889,166.2922,3600,2.87346204110526,5.84477150346536,42,2.87346204110526
"18",18,"N21A1","2018-12-19 08:38",-77.313,166.2511,3600,9.69414249501671,0.519731699904063,0,9.69414249501671
"19",19,"N21A1","2018-12-19 09:38",-77.3987,166.315,4980,6.57150356987996,2.67195370000138,0,4.75048450834696
"20",20,"N21A1","2018-12-19 11:01",-77.3426,166.3965,3660,1.73848927008864,2.75929687586379,0,1.70998944598883
"21",21,"N21A1","2018-12-19 12:02",-77.3546,166.3512,3600,0.964287499220607,0.0078522338232781,0,0.964287499220607
"22",22,"N21A1","2018-12-19 13:02",-77.3613,166.3263,9420,0.987002636881037,1.1223549971864,0,0.377198459954536
"23",23,"N21A1","2018-12-19 15:39",-77.3693,166.3435,3660,1.09590840764998,5.0816117582396,0,1.07794269604916
"24",24,"N21A1","2018-12-19 16:40",-77.3764,166.3125,11040,1.08154931861077,6.06595484665384,0,0.352679125633947
"25",25,"N21A1","2018-12-19 19:44",-77.3818,166.2757,3720,1.36179113228628,5.44359899839424,0,1.3178623860835
"26",26,"N21A1","2018-12-19 20:46",-77.3788,166.2216,3600,0.662102720477931,3.00937532278065,0,0.662102720477931
"27",27,"N21A1","2018-12-19 21:46",-77.381,166.2468,3900,1.24221681708114,5.86081287302456,0,1.14666167730567
"28",28,"N21A1","2018-12-19 22:51",-77.389,166.2822,3600,0.619261002927827,4.39185374158603,0,0.619261002927827
"29",29,"N21A1","2018-12-19 23:51",-77.3914,166.2593,2520,5.38867120781762,1.67414655418735,0,7.69810172545374
"30",30,"N21A1","2018-12-20 00:33",-77.4325,166.3754,1800,5.50376995693336,4.3078242609856,0,11.0075399138667
"31",31,"N21A1","2018-12-20 01:03",-77.4396,166.1512,2160,6.06005018449716,3.84708786322068,0,10.1000836408286
"32",32,"N21A1","2018-12-20 01:39",-77.3987,166.315,2040,1.91165099188063,1.47181367050296,0,3.37350175037758
"33",33,"N21A1","2018-12-20 02:13",-77.3862,166.2614,1620,1.32348238145165,2.1809681387628,0,2.94107195878144
"34",34,"N21A1","2018-12-20 02:40",-77.3978,166.2502,660,1.29966867060644,1.57038958310301,0,7.08910183967149
"35",35,"N21A1","2018-12-20 02:51",-77.4002,166.3024,1020,2.50951253990349,3.11709141436738,0,8.85710308201232
"36",36,"N21A1","2018-12-20 03:08",-77.395,166.2022,2640,4.44495231907045,5.63626092650007,0,6.06129861691425
"37",37,"N21A1","2018-12-20 03:52",-77.3643,166.0862,600,1.6151571502712,3.42641358887026,0,9.6909429016272
"38",38,"N21A1","2018-12-20 04:02",-77.3724,166.141,1200,0.436220532324465,2.22711078575076,0,1.3086615969734
"39",39,"N21A1","2018-12-20 04:22",-77.3685,166.1399,1620,1.43930727110733,1.76048959789373,0,3.19846060246073
"40",40,"N21A1","2018-12-20 04:49",-77.3717,166.0828,2880,0.508984933922546,0.466992669437365,0,0.636231167403182
"41",41,"N21A1","2018-12-20 05:37",-77.3747,166.0671,2280,2.49817116700581,3.58120648798621,0,3.94448079000917
"42",42,"N21A1","2018-12-20 06:15",-77.3542,166.1081,1020,1.07272694840619,4.7296477326044,0,3.78609511202185
"43",43,"N21A1","2018-12-20 06:32",-77.3579,166.1486,2520,3.66207467583658,1.36173951512446,0,5.23153525119511
"44",44,"N21A1","2018-12-20 07:14",-77.3309,166.2336,3600,0.52030809251976,0.109038626218849,0,0.52030809251976
"45",45,"N21A1","2018-12-20 08:14",-77.3268,166.2437,8280,20.7069579797776,1.25935605794508,0,9.00302520859896
"46",46,"N21A1","2018-12-20 10:32",-77.1922,165.6652,7260,16.8852790340883,3.4391545953756,0,8.372865636738
"47",47,"N21A1","2018-12-20 12:33",-77.2653,166.264,7200,51.0536431085212,2.54548857653997,0,25.5268215542606
"48",48,"N21A1","2018-12-20 14:33",-76.855,165.3622,34320,49.5614695790308,3.25190745506645,0,5.19875555024799
"49",49,"N21A1","2018-12-21 00:05",-77.2252,166.4546,1860,1.88397454208244,3.73567441562971,0,3.6464023395144
"50",50,"N21A1","2018-12-21 00:36",-77.2186,166.3844,960,1.1302420812417,4.1405125386376,0,4.23840780465637
"51",51,"N21A1","2018-12-21 00:52",-77.2129,166.4222,3060,0.899230887813538,4.70298586871835,0,1.05791869154534
"52",52,"N21A1","2018-12-21 01:43",-77.2196,166.4424,2220,0.688619214530739,1.62560882433547,0,1.11667980734714
"53",53,"N21A1","2018-12-21 02:20",-77.2159,166.4647,3720,3.51689873442812,4.60989973409024,0,3.40345038815624
"54",54,"N21A1","2018-12-21 03:22",-77.2429,166.5381,1320,3.65460169479587,3.32694972909691,0,9.96709553126147
"55",55,"N21A1","2018-12-21 03:44",-77.2184,166.4399,1080,0.0996779201722978,1.18751431822686,0,0.332259733907659
"56",56,"N21A1","2018-12-21 04:02",-77.2187,166.4361,3540,0.822942982103204,2.71713205485678,0,0.836891168240547
"57",57,"N21A1","2018-12-21 05:01",-77.2193,166.4693,1380,0.629865906068892,0.663285639814812,0,1.6431284506145
"58",58,"N21A1","2018-12-21 05:24",-77.2162,166.4906,2400,0.770494293027082,6.01058652387956,0,1.15574143954062
"59",59,"N21A1","2018-12-21 06:04",-77.2141,166.5203,65580,1.02715241914022,3.68087491061187,22,0.0563853112062335
