"","X","id","date","lat","lon","time","step","ta","dives","speed"
"1",1,"N404A2","2020-01-01 00:49:33",-77.0659,166.2625,1305,17.8843345926732,NA,10,49.336095428064
"2",2,"N404A2","2020-01-01 01:11:18",-77.2207,166.4478,5970,6.8426823525433,3.15784569683194,17,4.12624061459897
"3",3,"N404A2","2020-01-01 02:50:48",-77.1617,166.3729,6045,4.69426910252402,5.7353820122534,33,2.79559450274383
"4",4,"N404A2","2020-01-01 04:31:33",-77.1212,166.4237,6030,10.3974268663494,3.48521854050197,33,6.20741902468621
"5",5,"N404A2","2020-01-01 06:12:03",-77.2141,166.4535,33050,1.84083495721928,2.82631306888707,134,0.200514549046578
"6",6,"N404A2","2020-01-01 15:22:53",-77.1981,166.4715,3698,3.8257244046879,6.19534104708027,3,3.72433960434733
"7",7,"N404A2","2020-01-01 16:24:31",-77.1657,166.5218,3573,1.882268860399,1.23883415189713,8,1.89649255455819
"8",8,"N404A2","2020-01-01 17:24:04",-77.1553,166.4621,3657,2.23703691862426,4.99508815620045,22,2.20216923900665
"9",9,"N404A2","2020-01-01 18:25:01",-77.1367,166.4956,7361,5.52541350666803,5.52811597771367,46,2.7022807531592
"10",10,"N404A2","2020-01-01 20:27:42",-77.1158,166.6969,3573,0.897635415368875,0.0436696652469683,24,0.904418554527834
"11",11,"N404A2","2020-01-01 21:27:15",-77.1121,166.7289,3593,1.51890672518205,0.196482482440995,8,1.52186590889379
"12",12,"N404A2","2020-01-01 22:27:08",-77.1036,166.7765,3615,2.56701532622883,5.73877043007493,0,2.55636381035236
"13",13,"N404A2","2020-01-01 23:27:23",-77.1006,166.8786,3581,2.28512830433158,6.24048766456903,0,2.29725269354753
"14",14,"N404A2","2020-01-02 00:27:04",-77.0988,166.9699,718,0.78789984655386,6.1956430539187,0,3.95047276823662
"15",15,"N404A2","2020-01-02 00:39:02",-77.0988,167.0015,1580,2.81482461709728,0.038979907567435,0,6.41352444401912
"16",16,"N404A2","2020-01-02 01:05:22",-77.0978,167.1143,1301,0.677759090739251,3.21866823002085,0,1.87542869074658
"17",17,"N404A2","2020-01-02 01:27:03",-77.0985,167.0873,330,0.663119928108223,3.10985555135612,0,7.23403557936243
"18",18,"N404A2","2020-01-02 01:32:33",-77.098,167.1138,2802,1.59850532415727,6.21255854668875,3,2.05375416379949
"19",19,"N404A2","2020-01-02 02:19:15",-77.0978,167.1779,1498,5.74738579504685,1.23248844610473,9,13.8121420975759
"20",20,"N404A2","2020-01-02 02:44:13",-77.049,167.2512,2571,6.29924720469382,3.43601026927912,15,8.82041615593067
"21",21,"N404A2","2020-01-02 03:27:04",-77.1054,167.2435,1844,3.97965357550317,4.31904810396535,10,7.76938875911682
"22",22,"N404A2","2020-01-02 03:57:48",-77.0907,167.0981,5842,8.967812586095,3.03433928463237,35,5.52621111091099
"23",23,"N404A2","2020-01-02 05:35:10",-77.1312,167.409,1418,4.59682106457862,3.53533709821035,9,11.6703496702983
"24",24,"N404A2","2020-01-02 05:58:48",-77.1255,167.226,2550,10.9903982197762,2.98055278661766,16,15.5158563102723
"25",25,"N404A2","2020-01-02 06:41:18",-77.1541,167.6491,2805,7.1903661495582,3.10851785596617,18,9.22827741119769
"26",26,"N404A2","2020-01-02 07:28:03",-77.133,167.3757,3626,3.77294950216043,2.31137777284087,22,3.74589581019789
"27",27,"N404A2","2020-01-02 08:28:29",-77.164,167.4362,3665,1.40935065112836,5.64697487174728,26,1.38435534626524
"28",28,"N404A2","2020-01-02 09:29:34",-77.1763,167.4234,3680,1.11160830711983,5.44278603725633,23,1.08744290913896
"29",29,"N404A2","2020-01-02 10:30:54",-77.1811,167.3841,3609,1.6397424012876,2.29760255018825,24,1.63565326811731
"30",30,"N404A2","2020-01-02 11:31:03",-77.186,167.4465,3600,1.32784216876821,5.34219337642836,24,1.32784216876821
"31",31,"N404A2","2020-01-02 12:31:03",-77.1974,167.4618,14456,1.45961406425871,3.22045436214015,52,0.36348994406
"32",32,"N404A2","2020-01-02 16:31:59",-77.1852,167.4406,3695,1.92516554951222,2.7015628429527,0,1.87566873565467
"33",33,"N404A2","2020-01-02 17:33:34",-77.2024,167.435,4673,1.11991684138127,5.45095652156565,0,0.862764953771147
"34",34,"N404A2","2020-01-02 18:51:27",-77.2086,167.3994,3577,1.90898297707519,5.17616212140014,0,1.92125767891269
"35",35,"N404A2","2020-01-02 19:51:04",-77.2013,167.3296,3684,2.23928937414127,6.21958832317742,0,2.18823065876997
"36",36,"N404A2","2020-01-02 20:52:28",-77.1916,167.2504,3581,2.30279194076618,6.06147106506773,0,2.31501004936002
"37",37,"N404A2","2020-01-02 21:52:09",-77.1779,167.1809,3594,1.19098761280844,5.61613078552223,0,1.19297590598508
"38",38,"N404A2","2020-01-02 22:52:03",-77.1674,167.1724,3676,1.5471091046698,0.176025624960491,0,1.51512317105856
"39",39,"N404A2","2020-01-02 23:53:19",-77.1544,167.1508,942,1.32640641853279,5.61493701320116,0,5.06906911541194
"40",40,"N404A2","2020-01-03 00:09:01",-77.1431,167.1673,2122,2.03816159206552,1.79800685755143,0,3.45776707419221
"41",41,"N404A2","2020-01-03 00:44:23",-77.1415,167.0856,557,0.831043119525712,2.88588899057816,0,5.37119430932237
"42",42,"N404A2","2020-01-03 00:53:40",-77.144,167.1171,4533,2.43756518768954,3.11983131291697,0,1.93585587374417
"43",43,"N404A2","2020-01-03 02:09:13",-77.1362,167.0255,955,0.635990769545959,3.3115930453912,0,2.39745211556592
"44",44,"N404A2","2020-01-03 02:25:08",-77.1373,167.0506,222,0.0566975139708594,1.94162473732852,0,0.919419145473396
"45",45,"N404A2","2020-01-03 02:28:50",-77.1368,167.0502,1314,0.0766633321899655,2.45729857632219,0,0.210036526547851
"46",46,"N404A2","2020-01-03 02:50:44",-77.1374,167.0487,2601,4.1970014414944,5.40636719189276,0,5.80899853494035
"47",47,"N404A2","2020-01-03 03:34:05",-77.1443,166.8827,3028,7.017560386974,0.261903086402112,0,8.34320257368111
"48",48,"N404A2","2020-01-03 04:24:33",-77.1714,166.6276,2334,4.68654455679117,0.607011181455386,0,7.22860342949795
"49",49,"N404A2","2020-01-03 05:03:27",-77.2079,166.5341,1236,2.04692800196123,5.45448160464252,0,5.96192621930455
"50",50,"N404A2","2020-01-03 05:24:03",-77.212,166.4534,3600,0.356724823347065,1.09968379958114,0,0.356724823347065
"51",51,"N404A2","2020-01-03 06:24:03",-77.2151,166.4499,1470,3.60729990987013,6.03147784863479,0,8.83420386090644
"52",52,"N404A2","2020-01-03 06:48:33",-77.2435,166.3802,2475,1.68014902893174,3.42200907452553,0,2.44385313299162
"53",53,"N404A2","2020-01-03 07:29:48",-77.2288,166.3948,61485,4.34280589223673,5.00945027212335,0,0.254275046142185
"54",54,"N404A2","2020-01-04 00:34:33",-77.2256,166.5701,2550,2.62037969561725,2.98486984354969,0,3.69935957028318
"55",55,"N404A2","2020-01-04 01:17:03",-77.2238,166.4643,870,0.0226927481170917,2.7031152676226,0,0.0939010266914139
"56",56,"N404A2","2020-01-04 01:31:33",-77.2239,166.4651,1980,1.36010590703771,3.85468025244278,0,2.47291983097765
"57",57,"N404A2","2020-01-04 02:04:33",-77.2263,166.4111,3105,1.54818018161364,2.93509930249241,0,1.79499151491437
"58",58,"N404A2","2020-01-04 02:56:18",-77.2264,166.4738,5985,5.00032918374039,2.38617472125466,0,3.00771680224986
"59",59,"N404A2","2020-01-04 04:36:03",-77.1954,166.3278,3690,3.54023966712619,3.20503252668954,13,3.45389235817189
"60",60,"N404A2","2020-01-04 05:37:33",-77.2158,166.4374,2070,0.32861744662322,4.73822017081178,14,0.571508602822991
"61",61,"N404A2","2020-01-04 06:12:03",-77.2181,166.4291,48844,1.89800763583321,3.22224693234953,248,0.139890825669469
